cause,d,executed_code_modular_addition_factor,missing_factor_code_over_paper,n,paper_derivation_modular_addition_factor,paper_reported_implementation_class,q,source_verified_implementation_class
"each constant modular multiplier loops over n result bits, not q exponent-register bits",20,632000,9.875,395,64000,O(n^(5/2) log n),40,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",20,633600,9.9,396,64000,O(n^(5/2) log n),40,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",20,635200,9.925,397,64000,O(n^(5/2) log n),40,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",20,636800,9.95,398,64000,O(n^(5/2) log n),40,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",20,638400,9.975,399,64000,O(n^(5/2) log n),40,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",20,640000,10.0,400,64000,O(n^(5/2) log n),40,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,656838,10.282051282051283,401,63882,O(n^(5/2) log n),39,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,658476,10.307692307692308,402,63882,O(n^(5/2) log n),39,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,660114,10.333333333333334,403,63882,O(n^(5/2) log n),39,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,661752,10.35897435897436,404,63882,O(n^(5/2) log n),39,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,663390,10.384615384615385,405,63882,O(n^(5/2) log n),39,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,665028,10.41025641025641,406,63882,O(n^(5/2) log n),39,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,666666,10.435897435897436,407,63882,O(n^(5/2) log n),39,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,668304,10.461538461538462,408,63882,O(n^(5/2) log n),39,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,669942,10.487179487179487,409,63882,O(n^(5/2) log n),39,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,688800,10.25,410,67200,O(n^(5/2) log n),40,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,690480,10.275,411,67200,O(n^(5/2) log n),40,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,692160,10.3,412,67200,O(n^(5/2) log n),40,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,693840,10.325,413,67200,O(n^(5/2) log n),40,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,695520,10.35,414,67200,O(n^(5/2) log n),40,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,697200,10.375,415,67200,O(n^(5/2) log n),40,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,698880,10.4,416,67200,O(n^(5/2) log n),40,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,700560,10.425,417,67200,O(n^(5/2) log n),40,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,702240,10.45,418,67200,O(n^(5/2) log n),40,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,703920,10.475,419,67200,O(n^(5/2) log n),40,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,705600,10.5,420,67200,O(n^(5/2) log n),40,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,724962,10.268292682926829,421,70602,O(n^(5/2) log n),41,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,726684,10.292682926829269,422,70602,O(n^(5/2) log n),41,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,728406,10.317073170731707,423,70602,O(n^(5/2) log n),41,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,730128,10.341463414634147,424,70602,O(n^(5/2) log n),41,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,731850,10.365853658536585,425,70602,O(n^(5/2) log n),41,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,733572,10.390243902439025,426,70602,O(n^(5/2) log n),41,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,735294,10.414634146341463,427,70602,O(n^(5/2) log n),41,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,737016,10.439024390243903,428,70602,O(n^(5/2) log n),41,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,738738,10.463414634146341,429,70602,O(n^(5/2) log n),41,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,740460,10.487804878048781,430,70602,O(n^(5/2) log n),41,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,760284,10.261904761904763,431,74088,O(n^(5/2) log n),42,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,762048,10.285714285714286,432,74088,O(n^(5/2) log n),42,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,763812,10.30952380952381,433,74088,O(n^(5/2) log n),42,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,765576,10.333333333333334,434,74088,O(n^(5/2) log n),42,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,767340,10.357142857142858,435,74088,O(n^(5/2) log n),42,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,769104,10.380952380952381,436,74088,O(n^(5/2) log n),42,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,770868,10.404761904761905,437,74088,O(n^(5/2) log n),42,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,772632,10.428571428571429,438,74088,O(n^(5/2) log n),42,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,774396,10.452380952380953,439,74088,O(n^(5/2) log n),42,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,776160,10.476190476190476,440,74088,O(n^(5/2) log n),42,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",21,777924,10.5,441,74088,O(n^(5/2) log n),42,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,797368,10.78048780487805,442,73964,O(n^(5/2) log n),41,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,799172,10.804878048780488,443,73964,O(n^(5/2) log n),41,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,800976,10.829268292682928,444,73964,O(n^(5/2) log n),41,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,802780,10.853658536585366,445,73964,O(n^(5/2) log n),41,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,804584,10.878048780487806,446,73964,O(n^(5/2) log n),41,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,806388,10.902439024390244,447,73964,O(n^(5/2) log n),41,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,808192,10.926829268292684,448,73964,O(n^(5/2) log n),41,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,809996,10.951219512195122,449,73964,O(n^(5/2) log n),41,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,811800,10.975609756097562,450,73964,O(n^(5/2) log n),41,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,813604,11.0,451,73964,O(n^(5/2) log n),41,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,835296,10.761904761904763,452,77616,O(n^(5/2) log n),42,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,837144,10.785714285714286,453,77616,O(n^(5/2) log n),42,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,838992,10.80952380952381,454,77616,O(n^(5/2) log n),42,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,840840,10.833333333333334,455,77616,O(n^(5/2) log n),42,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,842688,10.857142857142858,456,77616,O(n^(5/2) log n),42,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,844536,10.880952380952381,457,77616,O(n^(5/2) log n),42,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,846384,10.904761904761905,458,77616,O(n^(5/2) log n),42,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,848232,10.928571428571429,459,77616,O(n^(5/2) log n),42,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,850080,10.952380952380953,460,77616,O(n^(5/2) log n),42,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,851928,10.976190476190476,461,77616,O(n^(5/2) log n),42,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,853776,11.0,462,77616,O(n^(5/2) log n),42,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,875996,10.767441860465116,463,81356,O(n^(5/2) log n),43,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,877888,10.790697674418604,464,81356,O(n^(5/2) log n),43,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,879780,10.813953488372093,465,81356,O(n^(5/2) log n),43,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,881672,10.837209302325581,466,81356,O(n^(5/2) log n),43,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,883564,10.86046511627907,467,81356,O(n^(5/2) log n),43,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,885456,10.883720930232558,468,81356,O(n^(5/2) log n),43,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,887348,10.906976744186046,469,81356,O(n^(5/2) log n),43,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,889240,10.930232558139535,470,81356,O(n^(5/2) log n),43,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,891132,10.953488372093023,471,81356,O(n^(5/2) log n),43,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,893024,10.976744186046512,472,81356,O(n^(5/2) log n),43,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,894916,11.0,473,81356,O(n^(5/2) log n),43,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,917664,10.772727272727273,474,85184,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,919600,10.795454545454545,475,85184,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,921536,10.818181818181818,476,85184,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,923472,10.840909090909092,477,85184,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,925408,10.863636363636363,478,85184,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,927344,10.886363636363637,479,85184,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,929280,10.909090909090908,480,85184,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,931216,10.931818181818182,481,85184,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,933152,10.954545454545455,482,85184,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,935088,10.977272727272727,483,85184,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",22,937024,11.0,484,85184,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,959330,11.279069767441861,485,85054,O(n^(5/2) log n),43,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,961308,11.30232558139535,486,85054,O(n^(5/2) log n),43,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,963286,11.325581395348838,487,85054,O(n^(5/2) log n),43,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,965264,11.348837209302326,488,85054,O(n^(5/2) log n),43,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,967242,11.372093023255815,489,85054,O(n^(5/2) log n),43,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,969220,11.395348837209303,490,85054,O(n^(5/2) log n),43,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,971198,11.418604651162791,491,85054,O(n^(5/2) log n),43,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,973176,11.44186046511628,492,85054,O(n^(5/2) log n),43,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,975154,11.465116279069768,493,85054,O(n^(5/2) log n),43,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,977132,11.488372093023257,494,85054,O(n^(5/2) log n),43,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1001880,11.25,495,89056,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1003904,11.272727272727273,496,89056,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1005928,11.295454545454545,497,89056,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1007952,11.318181818181818,498,89056,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1009976,11.340909090909092,499,89056,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1012000,11.363636363636363,500,89056,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1014024,11.386363636363637,501,89056,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1016048,11.409090909090908,502,89056,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1018072,11.431818181818182,503,89056,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1020096,11.454545454545455,504,89056,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1022120,11.477272727272727,505,89056,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1024144,11.5,506,89056,O(n^(5/2) log n),44,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1049490,11.266666666666667,507,93150,O(n^(5/2) log n),45,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1051560,11.28888888888889,508,93150,O(n^(5/2) log n),45,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1053630,11.311111111111112,509,93150,O(n^(5/2) log n),45,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1055700,11.333333333333334,510,93150,O(n^(5/2) log n),45,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1057770,11.355555555555556,511,93150,O(n^(5/2) log n),45,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1059840,11.377777777777778,512,93150,O(n^(5/2) log n),45,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1061910,11.4,513,93150,O(n^(5/2) log n),45,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1063980,11.422222222222222,514,93150,O(n^(5/2) log n),45,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1066050,11.444444444444445,515,93150,O(n^(5/2) log n),45,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1068120,11.466666666666667,516,93150,O(n^(5/2) log n),45,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1070190,11.488888888888889,517,93150,O(n^(5/2) log n),45,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1096088,11.26086956521739,518,97336,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1098204,11.282608695652174,519,97336,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1100320,11.304347826086957,520,97336,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1102436,11.326086956521738,521,97336,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1104552,11.347826086956522,522,97336,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1106668,11.369565217391305,523,97336,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1108784,11.391304347826088,524,97336,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1110900,11.41304347826087,525,97336,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1113016,11.434782608695652,526,97336,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1115132,11.456521739130435,527,97336,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1117248,11.478260869565217,528,97336,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",23,1119364,11.5,529,97336,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1144800,11.777777777777779,530,97200,O(n^(5/2) log n),45,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1146960,11.8,531,97200,O(n^(5/2) log n),45,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1149120,11.822222222222223,532,97200,O(n^(5/2) log n),45,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1151280,11.844444444444445,533,97200,O(n^(5/2) log n),45,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1153440,11.866666666666667,534,97200,O(n^(5/2) log n),45,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1155600,11.88888888888889,535,97200,O(n^(5/2) log n),45,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1157760,11.911111111111111,536,97200,O(n^(5/2) log n),45,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1159920,11.933333333333334,537,97200,O(n^(5/2) log n),45,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1162080,11.955555555555556,538,97200,O(n^(5/2) log n),45,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1164240,11.977777777777778,539,97200,O(n^(5/2) log n),45,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1166400,12.0,540,97200,O(n^(5/2) log n),45,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1194528,11.76086956521739,541,101568,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1196736,11.782608695652174,542,101568,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1198944,11.804347826086957,543,101568,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1201152,11.826086956521738,544,101568,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1203360,11.847826086956522,545,101568,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1205568,11.869565217391305,546,101568,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1207776,11.891304347826088,547,101568,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1209984,11.91304347826087,548,101568,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1212192,11.934782608695652,549,101568,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1214400,11.956521739130435,550,101568,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1216608,11.978260869565217,551,101568,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1218816,12.0,552,101568,O(n^(5/2) log n),46,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1247568,11.76595744680851,553,106032,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1249824,11.787234042553191,554,106032,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1252080,11.808510638297872,555,106032,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1254336,11.829787234042554,556,106032,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1256592,11.851063829787234,557,106032,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1258848,11.872340425531915,558,106032,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1261104,11.893617021276595,559,106032,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1263360,11.914893617021276,560,106032,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1265616,11.936170212765957,561,106032,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1267872,11.957446808510639,562,106032,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1270128,11.97872340425532,563,106032,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1272384,12.0,564,106032,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1301760,11.770833333333334,565,110592,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1304064,11.791666666666666,566,110592,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1306368,11.8125,567,110592,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1308672,11.833333333333334,568,110592,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1310976,11.854166666666666,569,110592,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1313280,11.875,570,110592,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1315584,11.895833333333334,571,110592,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1317888,11.916666666666666,572,110592,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1320192,11.9375,573,110592,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1322496,11.958333333333334,574,110592,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1324800,11.979166666666666,575,110592,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",24,1327104,12.0,576,110592,O(n^(5/2) log n),48,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1355950,12.27659574468085,577,110450,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1358300,12.297872340425531,578,110450,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1360650,12.319148936170214,579,110450,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1363000,12.340425531914894,580,110450,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1365350,12.361702127659575,581,110450,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1367700,12.382978723404255,582,110450,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1370050,12.404255319148936,583,110450,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1372400,12.425531914893616,584,110450,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1374750,12.446808510638299,585,110450,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1377100,12.46808510638298,586,110450,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1379450,12.48936170212766,587,110450,O(n^(5/2) log n),47,Theta(n^3 log n)
"each constant modular multiplier loops over n result bits, not q exponent-register bits",25,1411200,12.25,588,115200,O(n^(5/2) log n),48,Theta(n^3 log n)
