actual_arithmetic_source_ccx_class,actual_arithmetic_source_ccx_leading_constant,controlled_additions_per_controlled_multiplier,d,mode,n,per_run_invocation_ratio_regev_over_shor,preserves_regev_target_gate_class,q,qft_ratio_regev_over_shor,regev_controlled_modular_additions_per_run,regev_controlled_multiplier_invocations_per_run,regev_qft_canonical_cx,regev_runs_reference,regev_target_gate_class,regev_total_qubits,run_adjusted_invocation_ratio_vs_one_shor_run,scope,shor_controlled_modular_additions_per_run,shor_controlled_multiplier_invocations_per_run,shor_qft_canonical_cx,shor_total_qubits,verdict
Theta(n^3 log2(n)),80.0,918,22,cover_2n,459,1.0065359477124183,False,42,0.046573519627411845,848232,924,39270,26,soft-O(n^(3/2)),1843,26.169934640522875,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,842724,918,843183,1837,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,920,22,cover_2n,460,1.0043478260869565,False,42,0.046371301041494464,850080,924,39270,26,soft-O(n^(3/2)),1845,26.11304347826087,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,846400,920,846860,1841,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,922,22,cover_2n,461,1.002169197396963,False,42,0.04617039662804437,851928,924,39270,26,soft-O(n^(3/2)),1847,26.05639913232104,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,850084,922,850545,1845,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,924,22,cover_2n,462,1.0,False,42,0.04597079502433748,853776,924,39270,26,soft-O(n^(3/2)),1849,26.0,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,853776,924,854238,1849,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,926,22,cover_2n,463,1.0215982721382288,False,43,0.04792648428384769,875996,946,41118,26,soft-O(n^(3/2)),1873,26.56155507559395,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,857476,926,857939,1853,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,928,22,cover_2n,464,1.019396551724138,False,43,0.04772018271962565,877888,946,41118,26,soft-O(n^(3/2)),1875,26.504310344827587,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,861184,928,861648,1857,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,930,22,cover_2n,465,1.0172043010752687,False,43,0.047515210344767814,879780,946,41118,26,soft-O(n^(3/2)),1877,26.44731182795699,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,864900,930,865365,1861,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,932,22,cover_2n,466,1.0150214592274678,False,43,0.047311555765225694,881672,946,41118,26,soft-O(n^(3/2)),1879,26.390557939914164,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,868624,932,869090,1865,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,934,22,cover_2n,467,1.0128479657387581,False,43,0.047109207708779445,883564,946,41118,26,soft-O(n^(3/2)),1881,26.33404710920771,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,872356,934,872823,1869,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,936,22,cover_2n,468,1.0106837606837606,False,43,0.04690815502347803,885456,946,41118,26,soft-O(n^(3/2)),1883,26.27777777777778,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,876096,936,876564,1873,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,938,22,cover_2n,469,1.0085287846481876,False,43,0.046708386676102706,887348,946,41118,26,soft-O(n^(3/2)),1885,26.221748400852878,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,879844,938,880313,1877,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,940,22,cover_2n,470,1.0063829787234042,False,43,0.04650989175065323,889240,946,41118,26,soft-O(n^(3/2)),1887,26.16595744680851,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,883600,940,884070,1881,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,942,22,cover_2n,471,1.0042462845010616,False,43,0.04631265944685668,891132,946,41118,26,soft-O(n^(3/2)),1889,26.1104033970276,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,887364,942,887835,1885,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,944,22,cover_2n,472,1.0021186440677967,False,43,0.046116679078698264,893024,946,41118,26,soft-O(n^(3/2)),1891,26.055084745762713,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,891136,944,891608,1889,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,946,22,cover_2n,473,1.0,False,43,0.04592194007297387,894916,946,41118,26,soft-O(n^(3/2)),1893,26.0,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,894916,946,895389,1893,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,948,22,cover_2n,474,1.021097046413502,False,44,0.04790597634728608,917664,968,43076,26,soft-O(n^(3/2)),1917,26.548523206751057,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,898704,948,899178,1897,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,950,22,cover_2n,475,1.0189473684210526,False,44,0.04770453224064897,919600,968,43076,26,soft-O(n^(3/2)),1919,26.492631578947368,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,902500,950,902975,1901,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,952,22,cover_2n,476,1.0168067226890756,False,44,0.04750435607313792,921536,968,43076,26,soft-O(n^(3/2)),1921,26.436974789915965,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,906304,952,906780,1905,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,954,22,cover_2n,477,1.0146750524109014,False,44,0.04730543722607136,923472,968,43076,26,soft-O(n^(3/2)),1923,26.38155136268344,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,910116,954,910593,1909,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,956,22,cover_2n,478,1.0125523012552302,False,44,0.04710776519169654,925408,968,43076,26,soft-O(n^(3/2)),1925,26.326359832635983,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,913936,956,914414,1913,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,958,22,cover_2n,479,1.010438413361169,False,44,0.0469113295718018,927344,968,43076,26,soft-O(n^(3/2)),1927,26.271398747390396,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,917764,958,918243,1917,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,960,22,cover_2n,480,1.0083333333333333,False,44,0.04671612007634912,929280,968,43076,26,soft-O(n^(3/2)),1929,26.216666666666665,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,921600,960,922080,1921,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,962,22,cover_2n,481,1.0062370062370063,False,44,0.04652212652212652,931216,968,43076,26,soft-O(n^(3/2)),1931,26.16216216216216,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,925444,962,925925,1925,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,964,22,cover_2n,482,1.004149377593361,False,44,0.04632933883141997,933152,968,43076,26,soft-O(n^(3/2)),1933,26.107883817427386,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,929296,964,929778,1929,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,966,22,cover_2n,483,1.0020703933747412,False,44,0.046137747030704584,935088,968,43076,26,soft-O(n^(3/2)),1935,26.053830227743273,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,933156,966,933639,1933,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,968,22,cover_2n,484,1.0,False,44,0.04594734124935467,937024,968,43076,26,soft-O(n^(3/2)),1937,26.0,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,937024,968,937508,1937,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,970,23,cover_2n,485,1.0195876288659793,False,43,0.045663570165235264,959330,989,42987,27,soft-O(n^(3/2)),1960,27.528865979381443,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,940900,970,941385,1941,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,972,23,cover_2n,486,1.0174897119341564,False,43,0.045475895775810085,961308,989,42987,27,soft-O(n^(3/2)),1962,27.47222222222222,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,944784,972,945270,1945,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,974,23,cover_2n,487,1.015400410677618,False,43,0.045289376008125055,963286,989,42987,27,soft-O(n^(3/2)),1964,27.415811088295687,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,948676,974,949163,1949,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,976,23,cover_2n,488,1.0133196721311475,False,43,0.04510400141018861,965264,989,42987,27,soft-O(n^(3/2)),1966,27.359631147540984,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,952576,976,953064,1953,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,978,23,cover_2n,489,1.0112474437627812,False,43,0.04491976262653178,967242,989,42987,27,soft-O(n^(3/2)),1968,27.303680981595093,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,956484,978,956973,1957,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,980,23,cover_2n,490,1.0091836734693878,False,43,0.044736650397027754,969220,989,42987,27,soft-O(n^(3/2)),1970,27.24795918367347,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,960400,980,960890,1961,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,982,23,cover_2n,491,1.0071283095723014,False,43,0.0445546555557283,971198,989,42987,27,soft-O(n^(3/2)),1972,27.19246435845214,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,964324,982,964815,1965,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,984,23,cover_2n,492,1.0050813008130082,False,43,0.04437376902971671,973176,989,42987,27,soft-O(n^(3/2)),1974,27.13719512195122,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,968256,984,968748,1969,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,986,23,cover_2n,493,1.0030425963488845,False,43,0.04419398183797699,975154,989,42987,27,soft-O(n^(3/2)),1976,27.082150101419877,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,972196,986,972689,1973,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,988,23,cover_2n,494,1.0010121457489878,False,43,0.0440152850902791,977132,989,42987,27,soft-O(n^(3/2)),1978,27.027327935222672,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,976144,988,976638,1977,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,990,23,cover_2n,495,1.0222222222222221,False,44,0.04592517808065511,1001880,1012,45034,27,soft-O(n^(3/2)),2003,27.6,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,980100,990,980595,1981,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,992,23,cover_2n,496,1.0201612903225807,False,44,0.045740229137889006,1003904,1012,45034,27,soft-O(n^(3/2)),2005,27.544354838709676,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,984064,992,984560,1985,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,994,23,cover_2n,497,1.0181086519114688,False,44,0.04555639518357,1005928,1012,45034,27,soft-O(n^(3/2)),2007,27.48893360160966,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,988036,994,988533,1989,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,996,23,cover_2n,498,1.0160642570281124,False,44,0.04537366727320723,1007952,1012,45034,27,soft-O(n^(3/2)),2009,27.433734939759034,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,992016,996,992514,1993,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,998,23,cover_2n,499,1.0140280561122244,False,44,0.04519203655182172,1009976,1012,45034,27,soft-O(n^(3/2)),2011,27.37875751503006,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,996004,998,996503,1997,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1000,23,cover_2n,500,1.012,False,44,0.04501149425287356,1012000,1012,45034,27,soft-O(n^(3/2)),2013,27.324,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1000000,1000,1000500,2001,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1002,23,cover_2n,501,1.0099800399201597,False,44,0.044832031697204094,1014024,1012,45034,27,soft-O(n^(3/2)),2015,27.269461077844312,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1004004,1002,1004505,2005,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1004,23,cover_2n,502,1.0079681274900398,False,44,0.044653640291992806,1016048,1012,45034,27,soft-O(n^(3/2)),2017,27.215139442231077,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1008016,1004,1008518,2009,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1006,23,cover_2n,503,1.0059642147117296,False,44,0.04447631152972873,1018072,1012,45034,27,soft-O(n^(3/2)),2019,27.1610337972167,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1012036,1006,1012539,2013,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1008,23,cover_2n,504,1.003968253968254,False,44,0.04430003698719613,1020096,1012,45034,27,soft-O(n^(3/2)),2021,27.107142857142858,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1016064,1008,1016568,2017,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1010,23,cover_2n,505,1.001980198019802,False,44,0.044124808324474206,1022120,1012,45034,27,soft-O(n^(3/2)),2023,27.053465346534654,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1020100,1010,1020605,2021,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1012,23,cover_2n,506,1.0,False,44,0.04395061728395062,1024144,1012,45034,27,soft-O(n^(3/2)),2025,27.0,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1024144,1012,1024650,2025,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1014,23,cover_2n,507,1.0207100591715976,False,45,0.04574498178774632,1049490,1035,47058,27,soft-O(n^(3/2)),2050,27.559171597633135,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1028196,1014,1028703,2029,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1016,23,cover_2n,508,1.0187007874015748,False,45,0.04556510490295944,1051560,1035,47058,27,soft-O(n^(3/2)),2052,27.50492125984252,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1032256,1016,1032764,2033,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1018,23,cover_2n,509,1.0166994106090372,False,45,0.045386286894803694,1053630,1035,47058,27,soft-O(n^(3/2)),2054,27.45088408644401,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1036324,1018,1036833,2037,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1020,23,cover_2n,510,1.0147058823529411,False,45,0.04520851946854195,1055700,1035,47058,27,soft-O(n^(3/2)),2056,27.397058823529413,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1040400,1020,1040910,2041,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1022,23,cover_2n,511,1.012720156555773,False,45,0.04503179441049957,1057770,1035,47058,27,soft-O(n^(3/2)),2058,27.34344422700587,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1044484,1022,1044995,2045,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1024,23,cover_2n,512,1.0107421875,False,45,0.04485610358711566,1059840,1035,47058,27,soft-O(n^(3/2)),2060,27.2900390625,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1048576,1024,1049088,2049,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1026,23,cover_2n,513,1.0087719298245614,False,45,0.0446814389440072,1061910,1035,47058,27,soft-O(n^(3/2)),2062,27.236842105263158,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1052676,1026,1053189,2053,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1028,23,cover_2n,514,1.0068093385214008,False,45,0.044507792505045884,1063980,1035,47058,27,soft-O(n^(3/2)),2064,27.18385214007782,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1056784,1028,1057298,2057,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1030,23,cover_2n,515,1.0048543689320388,False,45,0.04433515637144755,1066050,1035,47058,27,soft-O(n^(3/2)),2066,27.131067961165048,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1060900,1030,1061415,2061,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1032,23,cover_2n,516,1.002906976744186,False,45,0.04416352272087392,1068120,1035,47058,27,soft-O(n^(3/2)),2068,27.078488372093023,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1065024,1032,1065540,2065,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1034,23,cover_2n,517,1.0009671179883946,False,45,0.043992883806546486,1070190,1035,47058,27,soft-O(n^(3/2)),2070,27.026112185686653,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1069156,1034,1069673,2069,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1036,23,cover_2n,518,1.0212355212355213,False,46,0.04581519704529835,1096088,1058,49197,27,soft-O(n^(3/2)),2095,27.57335907335907,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1073296,1036,1073814,2073,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1038,23,cover_2n,519,1.0192678227360308,False,46,0.04563885773444914,1098204,1058,49197,27,soft-O(n^(3/2)),2097,27.520231213872833,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1077444,1038,1077963,2077,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1040,23,cover_2n,520,1.0173076923076922,False,46,0.04546353454330389,1100320,1058,49197,27,soft-O(n^(3/2)),2099,27.467307692307692,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1081600,1040,1082120,2081,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1042,23,cover_2n,521,1.0153550863723608,False,46,0.04528921967991825,1102436,1058,49197,27,soft-O(n^(3/2)),2101,27.414587332053742,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1085764,1042,1086285,2085,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1044,23,cover_2n,522,1.0134099616858236,False,46,0.04511590542689402,1104552,1058,49197,27,soft-O(n^(3/2)),2103,27.362068965517242,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1089936,1044,1090458,2089,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1046,23,cover_2n,523,1.011472275334608,False,46,0.044943584140524864,1106668,1058,49197,27,soft-O(n^(3/2)),2105,27.309751434034418,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1094116,1046,1094639,2093,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1048,23,cover_2n,524,1.0095419847328244,False,46,0.044772248249953586,1108784,1058,49197,27,soft-O(n^(3/2)),2107,27.25763358778626,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1098304,1048,1098828,2097,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1050,23,cover_2n,525,1.0076190476190476,False,46,0.044601890256340516,1110900,1058,49197,27,soft-O(n^(3/2)),2109,27.205714285714286,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1102500,1050,1103025,2101,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1052,23,cover_2n,526,1.005703422053232,False,46,0.04443250273204303,1113016,1058,49197,27,soft-O(n^(3/2)),2111,27.153992395437264,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1106704,1052,1107230,2105,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1054,23,cover_2n,527,1.0037950664136623,False,46,0.044264078319805875,1115132,1058,49197,27,soft-O(n^(3/2)),2113,27.10246679316888,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1110916,1054,1111443,2109,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1056,23,cover_2n,528,1.0018939393939394,False,46,0.04409660973196231,1117248,1058,49197,27,soft-O(n^(3/2)),2115,27.051136363636363,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1115136,1056,1115664,2113,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1058,23,cover_2n,529,1.0,False,46,0.043930089749645726,1119364,1058,49197,27,soft-O(n^(3/2)),2117,27.0,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1119364,1058,1119893,2117,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1060,24,cover_2n,530,1.0188679245283019,False,45,0.04368178057697953,1144800,1080,49104,28,soft-O(n^(3/2)),2141,28.528301886792452,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1123600,1060,1124130,2121,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1062,24,cover_2n,531,1.0169491525423728,False,45,0.04351744765702891,1146960,1080,49104,28,soft-O(n^(3/2)),2143,28.47457627118644,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1127844,1062,1128375,2125,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1064,24,cover_2n,532,1.0150375939849625,False,45,0.04335404033804568,1149120,1080,49104,28,soft-O(n^(3/2)),2145,28.42105263157895,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1132096,1064,1132628,2129,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1066,24,cover_2n,533,1.0131332082551594,False,45,0.04319155168182646,1151280,1080,49104,28,soft-O(n^(3/2)),2147,28.367729831144466,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1136356,1066,1136889,2133,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1068,24,cover_2n,534,1.0112359550561798,False,45,0.043029974815056285,1153440,1080,49104,28,soft-O(n^(3/2)),2149,28.314606741573034,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1140624,1068,1141158,2137,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1070,24,cover_2n,535,1.0093457943925233,False,45,0.042869302928581716,1155600,1080,49104,28,soft-O(n^(3/2)),2151,28.261682242990656,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1144900,1070,1145435,2141,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1072,24,cover_2n,536,1.007462686567164,False,45,0.042709529276693456,1157760,1080,49104,28,soft-O(n^(3/2)),2153,28.208955223880597,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1149184,1072,1149720,2145,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1074,24,cover_2n,537,1.005586592178771,False,45,0.04255064717641829,1159920,1080,49104,28,soft-O(n^(3/2)),2155,28.156424581005588,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1153476,1074,1154013,2149,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1076,24,cover_2n,538,1.003717472118959,False,45,0.04239265000682026,1162080,1080,49104,28,soft-O(n^(3/2)),2157,28.104089219330856,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1157776,1076,1158314,2153,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1078,24,cover_2n,539,1.0018552875695732,False,45,0.04223553120831086,1164240,1080,49104,28,soft-O(n^(3/2)),2159,28.051948051948052,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1162084,1078,1162623,2157,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1080,24,cover_2n,540,1.0,False,45,0.04207928428196822,1166400,1080,49104,28,soft-O(n^(3/2)),2161,28.0,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1166400,1080,1166940,2161,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,1082,24,cover_2n,541,1.0203327171903882,False,46,0.043829534733813444,1194528,1104,51336,28,soft-O(n^(3/2)),2187,28.569316081330868,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,1170724,1082,1171265,2165,FAILS_REGEV_COMPLEXITY_FIDELITY
